LHS,RHS,Count
VP,VBD ADVP-PRD PP-TMP,1
VBD,went,8
ADVP-PRD,-NONE-,1
IN,through,25
JJ,first,38
NN,half,11
ADJP,RB VBN,9
RB,ingeniously,1
VBN,chosen,1
NN,potpourri,1
NNS,pieces,4
NP,NP ADJP,35
NN,none,7
ADJP,JJR PP,1
JJR,longer,2
CD,five,17
NNS,minutes,5
VP,VB CC VB NP,7
VB,disturb,2
VB,challenge,1
NN,listener,1
VBD,introduced,3
NNS,colleagues,3
NNP,Bill,2
NNP,Douglas,13
NN,pianist\/bassoonist\/composer,1
NN,buddy,1
NNP,Yale,2
NP,NN NN NNP NNP,1
NN,bassist,1
NNP,Eddie,2
NNP,Gomez,3
DT,An,11
JJ,improvisational,1
NN,section,1
VP,"VBN NP PP-CLR , PP",1
VBN,built,3
PP,NN PP,1
NN,beginning,5
NP,"`` NP-TTL , '' NP",2
NP-TTL,JJ NN,3
JJ,Golden,1
NN,Rain,1
JJ,lilting,1
JJ,laid-back,1
NN,lead,2
PP,IN PP,9
NP,"NP , '' SBAR",3
NP,DT JJ `` NX-TTL,1
JJ,uptempo,1
NX-TTL,NN,2
NN,Sky,1
VP,VBD NP NP,6
VBD,gave,6
NN,opportunity,3
VP,VB PP,13
VB,wail,1
JJ,high,14
NN,register,1
VP,VB PRT NP,24
RP,off,19
NP,PRP$ JJ NNS,23
JJ,fleet,1
NNS,fingers,2
NP-SBJ,NP `` NX-TTL '',1
NNP,Bach,2
NN,Air,1
VBD,followed,4
VP,"VP , '' CC RB VP",1
VP,VBD NP PRT PP-MNR,1
VBD,tied,1
NN,composer,2
RP,in,6
VBG,proclaiming,1
S,NP-SBJ `` NP-PRD,6
PRP,him,28
JJ,great,9
NN,improviser,1
JJ,18th,1
NN,century,4
RB,then,26
VP,VBD PP-CLR PP-MNR,1
VBD,built,2
NN,image,5
VP,VBG PP-CLR PP-LOC,2
VBG,joining,2
NP,"NP , VP",10
NP,DT NNP JJ NNS,1
JJ,two-part,3
NNS,inventions,1
VP,ADVP-MNR VBN NP PP PP,1
RB,cleverly,1
VBN,arranged,1
NN,clarinet,2
NN,bassoon,1
S,"S-ADV , NP-SBJ ADVP-TMP VP . ''",1
VBG,Keeping,1
S,NP-SBJ ADJP-PRD,29
NN,mood,2
NP-SBJ,DT CD,7
VP,"VP , CC RB , VP",1
VP,VBD CC VBD NP PP-DIR,1
VBD,chanted,1
VBD,chortled,1
NN,way,23
JJ,murderous,1
NNS,polyrhythms,1
VP,VBN NP PP PP,7
VBN,devised,1
NN,alternative,4
NP,NP JJ VBG NNS,1
NNP,Hindemith,1
JJ,dry,1
VBG,theory-teaching,1
NNS,techniques,1
VP,"PP , VP CC VP",1
VBD,soared,1
VBD,improvised,1
NP,NP JJ `` NX-TTL,1
JJ,tight,1
NX-TTL,NNP NNP,1
NNP,Bebop,1
NNP,Etudes,1
S,"NP-SBJ , ADVP , VP . ''",1
NN,end,14
RB,however,7
VBD,brought,3
NP,SBAR-NOM : NP,1
JJ,standing-room-only,1
NN,crowd,2
VBD,seemed,4
VBG,waiting,2
NN,singer,2
NNP,Judy,1
NNP,Collins,4
VP,VBZ PP-LOC,1
VBZ,appears,1
PP-LOC,IN `` NP-TTL,1
S,"S-ADV , NP-SBJ VP . ''",4
S-ADV,NP-SBJ ADJP-PRD,11
ADJP-PRD,ADJP PP,16
JJ,Glamorous,1
JJ,pure-voiced,1
PP,IN ADVP-TMP,4
RB,ever,5
VBD,sang,1
NP,NP PRN,31
NP,NP `` PP-TTL '',1
NNP,Joni,1
NNP,Mitchell,2
PP-TTL,IN ADJP,1
ADJP,RB,5
RB,Free,1
PRN,": PP , SBAR :",1
NN,encounter,1
JJ,street-corner,2
SBAR,WHPP S,14
WHPP,TO WHNP,3
VP,VBD NP PP-CLR,36
VBD,contributed,5
NN,obligatto,1
PP-CLR,-NONE-,3
NP,NP JJ NN,30
JJ,lush,1
NN,setting,3
NP,"NP , `` NP-TTL",1
JJ,Gaelic,1
NN,blessing,3
JJ,Deep,2
NN,Peace,2
S,`` NP-TTL-SBJ '' ADVP VP .,1
NP-TTL-SBJ,JJ NN,1
VBD,featured,2
CC,but,93
JJ,predictable,1
NNS,images,2
NP,"NNS , NNS , NNS , NNS , FW",1
NNS,clouds,1
NNS,beaches,1
NNS,deserts,1
NNS,sunsets,1
FW,etc,1
VP,VBD ADJP-PRD,38
ADJP-PRD,RB RB JJ SBAR,1
RB,all,3
RB,too,14
JJ,mellow,2
VBN,believed,2
S,NP-SBJ ADVP VP,25
VP,"VBN PRT PP-CLR , SBAR-ADV",1
VBN,gotten,1
RP,away,1
SBAR-ADV,SINV,1
SINV,VBD NP-SBJ RB VP,1
VB,add,3
NP,"NP , `` NP-TTL , ''",1
NP,NP NN NN,15
NN,signature,1
JJ,Amazing,1
NN,Grace,1
VB,ask,3
NP-SBJ,WDT,3
WDT,That,1
VP,VBD PP-DIR,11
IN,over,36
JJ,permissible,1
JJ,warm,2
JJ,fuzzy,1
NNS,feelings,1
,SQ,10
SQ,VBD NP-SBJ SBAR-PRD .,1
VBD,Was,1
NP-SBJ,DT,54
SBAR-PRD,WHADVP S,2
WRB,why,2
NP,DT,57
VP,VBD ADVP-PRP PP-TMP,1
VBD,departed,1
ADVP-PRP,-NONE-,9
PP-TMP,IN CC IN NP,1
IN,before,22
IN,during,16
.,?,32
SQ,CC VBD NP-SBJ SBAR-PRP-PRD .,1
CC,Or,2
SBAR-PRP-PRD,IN S,3
VP,VBN,7
VBN,gone,3
S,NP-ADV NP-SBJ VP .,1
DT,Either,1
VP,"VBD NP-PRD , SBAR-PRP",1
NP-PRD,DT NN,24
NN,pity,1
NNP,Stolzman,1
VP,VBD NP PP-TMP : NP,1
ADJP,RBS JJ,14
JJ,substantial,4
NN,evening,3
-NONE-,*ICH*,49
PP-TMP,ADVP IN NP,7
NN,intermission,1
NP,"NP , '' NP",3
NNP,Steve,2
NNP,Reich,4
NX-TTL,NNP NNP NN,1
NN,Counterpoint,2
NN,series,2
NNS,works,1
VP,VBP NP PP-CLR,3
VBP,juxtapose,1
JJ,live,3
NN,performer,1
JJ,recorded,1
NNS,tracks,2
ADJP,PRP$ CC PRP$,1
S,-LRB- NP-SBJ VP . -RRB-,2
NP,NP JJ `` NX-TTL '',1
NX-TTL,JJ NNS,1
JJ,Different,1
NNS,Trains,1
NN,string,2
NN,quartet,1
VP,VBZ NP ADVP-MNR,2
VBZ,uses,6
NN,technique,7
RB,magisterially,1
VP,VBN SBAR,21
VBN,worried,2
ADJP-PRD,JJ S,49
VB,take,16
VP,VBD NP PP-TMP SBAR,1
VBD,warned,2
PRP,us,11
NN,advance,3
S,`` NP-TTL-SBJ '' VP,1
NP-TTL-SBJ,NNP NNP NN,1
VP,VBZ NP-TMP,3
VBZ,lasts,1
NP-TMP,QP NNS,2
CD,11,10
CD,1\/2,7
S,NP-SBJ ADVP ADVP VP .,2
RB,unfortunately,2
VP,VBD NP PP PP-LOC,1
VBD,illustrated,1
JJ,intricate,1
JJ,jazzy,1
NN,tapestry,1
NNP,Pearson,1
UCP,JJ CC JJ,1
JJ,geometric,1
JJ,repeating,1
NNS,objects,1
NP,NP PP SBAR,21
JJ,kitschy,1
NN,mirroring,1
JJ,musical,1
NN,structure,1
VP,ADVP VBG PP-CLR,1
RB,thoroughly,1
VBG,distracting,1
JJ,elegant,2
NN,execution,1
NP-PRD,"NP , PP",1
NP,JJR JJ NN,4
JJ,straight,2
NNS,sounds,1
VBN,written,2
NP-LGS,"NP , NP , NP CC NP",1
NNP,Charlie,1
NNP,Parker,1
NNP,Ornette,1
NNP,Coleman,1
NNS,pictures,1
NP,DT NNP NNS,9
NP-SBJ,NP S,16
-NONE-,*EXP*,31
VP,VBD ADJP-PRD S,1
JJ,enjoyable,1
VP,VB NP PP,23
VB,hear,1
JJ,accomplished,1
IN,without,19
VBG,having,7
VP,VB PP-LOC-CLR,7
VB,sit,2
JJ,smoke-filled,1
NN,club,3
S,"PP , NP-SBJ VP",6
JJ,much,23
ADJP-PRD,ADJP CC ADJP,7
ADJP,JJ SBAR,1
RB,ultimately,4
JJ,forgettable,1
SQ,VBZ NP-SBJ NP-PRD .,1
VBZ,Is,2
NN,future,6
S,"S , CC SQ",1
NP-SBJ,NNS CC NNS,2
NNS,Managers,1
NNS,presenters,1
VBP,insist,1
NP-SBJ,NN NN NNS,3
NNS,concerts,1
NP-PRD,DT JJ NN,14
NN,sell,1
SQ,MD NP-SBJ ADVP VP .,1
MD,can,54
VP,VB NP SBAR-ADV,4
VB,enjoy,2
SBAR-ADV,RB IN S,9
RB,only,50
VP,"VP , VP CC VP",9
VBN,purged,1
JJ,threatening,1
NNS,elements,3
VP,VBN NP PRT PP,2
VBN,served,1
JJ,bite-sized,1
NNS,morsels,1
VBN,accompanied,1
NP-LGS,NNS,2
NNS,visuals,1
,SBARQ,5
SBARQ,WHNP SQ .,2
SQ,NP-SBJ VP,4
VP,VBZ ADJP-PRD,51
VBZ,'s,56
FRAG,NP .,3
NNS,Slides,1
VB,illustrate,2
NNP,Shostakovich,1
NNS,quartets,1
VP,"VBD RB NP-PRD , ADVP , NP-ADV",1
JJ,unpleasant,1
RB,certainly,5
NP-ADV,NP PP,5
NNS,thanks,3
NP,"NP , NP , CC NP",6
NN,level,8
NN,performance,7
JJ,compositional,1
NNS,talents,1
JJ,obvious,2
NN,sincerity,1
WHPP,IN WHNP,15
VP,VBZ NP PP,4
VBZ,chooses,2
NNS,selections,1
PP,-NONE-,18
VP,VBD UCP-PRD,2
UCP-PRD,ADJP-PRD : NP-PRD,1
ADJP-PRD,RB JJ CC JJ,1
RB,neither,2
JJ,deep,1
CC,nor,4
JJ,lasting,1
NN,entertainment,6
NN,substitute,2
NNP,Brahms,1
NNP,Waleson,1
JJ,free-lance,2
NN,writer,3
CD,One,16
NNP,Ronald,1
NNP,Reagan,5
NNS,attributes,1
NNP,President,21
VP,VBD SBAR-PRD,2
SBAR-PRD,IN S,13
RB,rarely,2
VP,VBD NP PP-DTV,3
NN,claptrap,1
VP,VBZ PP-CLR PP-LOC,2
VBZ,passes,2
PP-CLR,IN `` NP '',1
NN,consensus,1
JJ,various,11
JJ,international,12
NN,fact,4
VBD,liberated,1
NP,NP ADJP NNS,1
NP,DT NN VBZ,2
NN,world,23
JJ,corrupt,2
NNS,organizations,5
NNP,UNESCO,8
DT,This,23
NNP,U.N.,3
VBD,managed,2
VB,traduce,1
NN,charter,2
VBG,promoting,1
NP,"NN , NN CC NN",1
NN,education,2
NN,science,1
NN,culture,4
ADVP-TMP,RB IN,1
RB,Ever,1
NP-SBJ,DT VBG NNS,1
VBG,remaining,8
NNS,members,13
VP,VBN ADJP-PRD,13
ADJP-PRD,JJ SBAR,9
JJ,desperate,1
NP-SBJ,DT NNP NNPS,1
NNP,United,7
NNPS,States,5
VB,rejoin,2
JJ,dreadful,1
S,ADVP-TMP NP-SBJ VP .,9
RB,Now,6
NP-SBJ,NNP NNS,18
NNS,apologists,1
VBG,lobbying,1
NNP,Bush,34
VB,renege,1
NP,NP NN S,6
NN,decision,16
VP,VB,34
VB,depart,1
PRP,we,33
VB,think,5
NNS,reasons,4
WHADVP,-NONE-,27
VP,VB ADJP-PRD ADVP-PRP PP-TMP,1
VB,stay,3
ADJP-PRD,RB,5
PP-TMP,IN UCP,2
UCP,NP CC ADVP,2
JJ,foreseeable,1
ADVP,RB IN,1
IN,beyond,5
S,"NP-SBJ , PP , VP .",3
IN,along,5
NNP,Singapore,15
VP,VBD NP SBAR-TMP,3
VBD,left,5
SBAR-TMP,WHADVP S,49
NP-SBJ,PRP$ NX,1
NX,"NX , NX CC NX",3
NX,JJ NN,8
JJ,anti-Western,1
NN,ideology,1
JJ,financial,17
NN,corruption,2
JJ,top,12
NN,leadership,4
VP,VBD ADJP-PRD ADVP-TMP,2
VBD,got,9
ADJP-PRD,IN PP,1
IN,out,14
NN,hand,6
JJ,personal,10
NNS,antics,1
NP,NN NNP NNP NNP,1
NNP,Director,1
NNP,Amadou-Mahtar,1
NNP,M'Bow,3
VP,"VBD NP , PP",4
VBD,drew,2
NN,attention,8
PP,JJ IN SBAR,2
SBAR,SBAR CC SBAR,8
JJ,several,21
NNS,aides,5
VP,VP CC VP ADVP-TMP,2
VBN,uncovered,1
NNP,KGB,3
NNS,plants,17
VP,VBN NP PP-DIR,6
VBN,ejected,1
NNP,France,6
NP-SBJ,DT JJ NN NN,9
JJ,mysterious,1
NN,fire,3
VP,VBN NP SBAR-TMP ADVP-TMP,1
SBAR-TMP,ADVP IN S,4
NP-SBJ,NNP,188
VBD,sent,4
NNS,accountants,3
VB,trace,1
JJ,extreme,2
NP,RB PRP$ NN,1
RB,even,41
NN,replacement,3
NP,DT ADJP JJ NN,6
ADJP,ADVP JJ,3
RB,personally,2
JJ,genial,1
JJ,Spanish,1
NN,biochemist,1
NNP,Federico,1
NNP,Mayor,2
VBN,had,8
NN,success,6
VBG,achieving,1
NNS,reforms,3
JJ,Several,2
JJ,ridiculous,1
NNS,projects,9
VP,"VBP , PP",1
VBP,continue,2
NP,DT `` JJ JJ JJ NN,1
JJ,New,2
JJ,International,1
JJ,Economic,1
NN,Order,2
VBZ,means,4
NN,redistributionism,1
NNP,West,14
VB,pay,16
NP,NN RB POS,1
NN,everyone,4
RB,else,2
NN,statism,1
NP-SBJ,DT NNP `` NX-TTL '',1
NNP,Orwellian,1
NX-TTL,JJ NN NN NN,1
NN,World,1
NN,Information,1
VP,VB NP NP,11
VB,give,10
NN,government,54
NNS,rights,23
NN,press,7
:,;,81
NNS,journalists,2
VBN,obliged,1
VB,kowtow,1
NP,"NN CC NN NNS CC , RB , NNS S",1
NN,licensing,1
NN,censorship,1
NNS,powers,1
RB,indeed,1
NNS,duties,4
VB,block,6
NN,printing,1
NP,`` JJ '' NNS,1
JJ,wrong,3
NNS,ideas,3
VP,ADVP-MNR VBD NP PP-CLR,1
RB,somehow,2
VBD,converted,1
NP,DT JJ NNP NNS,1
JJ,founding,1
NNS,ideals,1
NP,JJ NNS CC NN,1
NN,liberty,1
NP,NNS POS,12
NNS,peoples,2
JJ,Million-dollar,1
NNS,conferences,4
VP,VBN NP SBAR,5
VBN,held,9
VB,chew,1
NNS,subjects,4
NP,`` NP '' CC `` NP,1
JJ,ethical,1
NNS,responsibilities,2
NNS,scientists,3
NN,support,7
NN,disarmament,1
NN,impact,3
NNS,activities,7
JJ,transnational,1
NNS,corporations,8
VP,ADVP VBN NP PP-CLR SBAR,1
RB,totally,4
VBN,subverted,1
NNS,principles,2
NN,founding,1
NP-SBJ,RB DT NNPS,1
NNPS,Soviets,16
VP,VBP PP-CLR,7
VBP,wonder,1
VP,VBD ADJP-PRD PP,3
ADJP-PRD,RB JJ,29
JJ,congenial,1
S,"S , CC S . ''",4
NP-SBJ,FW,1
FW,Glasnost,1
RB,partly,2
NP-SBJ,NNP NNP NNP NNP NNP,5
NNP,Soviet,9
NNP,Foreign,3
NNP,Minister,4
NNP,Eduard,2
NNP,Shevardnadze,3
VP,"VBD , `` S",9
VBD,admitted,1
NP-SBJ,DT JJ JJ NN,7
JJ,exaggerated,3
JJ,ideological,1
VBD,undermined,1
NN,tolerance,1
ADJP,JJ PP,27
JJ,intrinsic,1
VP,VBZ ADVP-TMP VP,4
VP,VBG NP PP-LOC-CLR SBAR,1
VBG,holding,12
JJ,biennial,1
NNS,meetings,6
NNP,Paris,3
VB,devise,2
S,S : S . '',2
NP-SBJ,NP NN SBAR,1
NN,hope,2
NNS,references,2
PP,TO `` NP '',1
NN,freedom,2
VP,VB S-ADV,1
VB,survive,1
JJ,unamended,1
VBZ,seems,5
ADJP-PRD,VBN PP,1
VBN,doomed,1
NN,failure,3
JJ,current,13
NN,phrasing,1
VP,VBZ `` S-PRD,1
S-PRD,NP-SBJ VP,10
VP,VBG NP S-PRP,6
VBG,educating,2
NP,DT NN CC NNS,1
NN,public,5
NNS,media,4
S-PRP,NP-SBJ VP,69
VB,avoid,6
NN,manipulation,2
VB,replace,2
NN,cabal,1
S,"S , S , CC S .",1
NP-SBJ,NNPS,10
VP,VBP PP-PRD,6
VBP,remain,2
NN,charge,8
NNS,programs,10
JJ,former,24
NN,head,5
NP,DT JJ JJ NN,44
JJ,African,2
JJ,military,6
NN,tribunal,1
NNS,executions,2
VP,VBZ PP-PRD,10
JJ,hard-line,1
JJ,Polish,1
NN,communist,1
NN,exile,2
VBZ,directs,2
NP,DT UCP NN,1
UCP,JJ CC NN,2
JJ,human-rights,1
NN,peace,2
NN,division,9
S,"PP-TPC , NP-SBJ VP .",2
PP-TPC,IN NP,2
IN,Of,3
NP,NP CD NN NNS,1
CD,"2,750",1
NN,staff,5
CD,230,1
VP,VBP PP-LOC-PRD S-ADV,1
VBG,working,5
JJ,actual,2
NN,literacy,1
JJ,oceanographic,1
NP,"NP , SBAR ,",7
NP,DT NNP NNPS,8
RB,once,10
NN,budget,8
VP,VBZ SBAR-PRD,10
NP-SBJ,NN,38
NN,nothing,3
VBN,changed,2
NNP,John,14
NNP,Bolton,1
NN,assistant,4
NN,secretary,4
NN,state,30
VP,VBD NP SBAR,6
VBD,told,13
NP-SBJ,"DT VBG `` JJ , JJ , JJ '' NNS",1
VBG,continuing,2
JJ,statist,1
JJ,restrictive,1
JJ,nondemocratic,1
S,S-NOM-SBJ `` ADJP-PRD,1
S-NOM-SBJ,NP-SBJ VP,14
VP,VBG NP-TMP,1
VBG,rejoining,1
NP-TMP,NP ADVP-TMP,1
RB,soon,5
RB,extremely,2
JJ,unlikely,4
VP,ADVP VBN NP,2
VBN,bothered,1
NNS,delegates,1
NN,week,21
VP,MD RB ADVP VP,2
VB,agree,6
VB,raise,12
VP,VBG PRT NP,10
VBG,selling,10
NP,DT JJ JJ JJ NN,1
JJ,fancy,2
JJ,19th-century,1
JJ,French,9
NN,chateau,1
VBZ,owns,8
NP-SBJ,"NP , PP ,",5
JJ,Other,3
NNS,countries,9
NNP,Germany,11
NP,NP S-NOM,4
VBG,justifying,1
JJ,continued,2
NN,membership,4
PRP,We,21
VBP,see,3
ADJP,RB JJR,7
JJR,stronger,4
JJ,unsurprising,1
NN,reform,2
NNP,Revolution,1
VBG,spanning,1
NNP,Eastern,24
NNP,Tiananmen,2
NNP,Square,2
VBZ,shows,3
JJ,unencumbered,1
JJ,civil,15
NNS,servants,1
NNS,functionaries,1
JJ,Free,1
JJ,free,8
NNS,minds,2
NNS,elections,4
VBN,muddled,1
WHADVP,RB WRB,3
VP,VBN NP PP ADVP-TMP,3
VBN,delivered,2
NP,NP : SBAR,3
S,PP NP-SBJ VP,2
NN,course,6
VP,VBN NP PRT PP-CLR,2
VBN,made,11
PP-CLR,ADVP IN NP,1
RB,largely,5
NNS,governments,6
VBP,fear,1
DT,these,26
NN,home,15
NNS,Babelists,1
NNPS,Nations,1
NNS,experts,4
NN,obfuscation,1
NNS,purposes,2
NNS,times,5
NP-SBJ,EX,37
EX,there,29
NN,reason,6
VP,VB NP ADVP-PRP,3
VB,cloud,1
NP,DT NN CC NN,4
NN,importance,1
NN,allure,1
JJ,Western,5
NNS,concepts,1
NN,justice,3
VB,see,5
NP,RB,8
RB,plenty,1
VP,VB ADVP-LOC-PRD ADVP-PRP,1
ADVP-LOC-PRD,RB,3
NNS,Researchers,2
NNP,Plant,5
NNP,Genetic,5
NNP,Systems,1
NNP,N.V.,1
NNP,Belgium,2
VBN,developed,5
JJ,genetic,5
NN,engineering,5
VBG,creating,3
JJ,hybrid,10
NN,number,16
NNS,crops,6
NNS,researchers,10
VBN,isolated,2
NN,plant,22
NN,gene,10
VBZ,prevents,1
NN,production,6
NN,pollen,5
RB,thus,2
VB,prevent,4
VBG,fertilizing,1
PRP,itself,5
NP-SBJ,JJ JJ JJ NNS,2
JJ,Such,5
JJ,so-called,5
JJ,male-sterile,4
VP,MD ADVP-TMP VP,8
VP,"VBN NP PP , S-ADV",1
VBN,fertilized,1
NP-LGS,NP PP,17
DT,another,31
NN,strain,1
S-ADV,ADVP NP-SBJ VP,2
RB,thereby,3
VBG,producing,5
NN,seed,9
NN,generation,3
VB,possess,1
NP,"NP VP , '' ADJP",1
JJ,flourishing,1
JJ,high-production,1
NN,trait,1
VBN,known,3
NN,vigor,1
JJ,similar,8
DT,that,60
VP,ADVP-TMP VBN NP PP-LOC-CLR,1
VBN,seen,2
NN,corn,10
SINV,"`` S-TPC , '' VP NP-SBJ .",44
JJ,dramatic,2
NN,farm,1
NP,RB NN,3
RB,especially,3
NN,cotton,8
NNP,Murray,1
NNP,Robinson,2
NP,NNP CC NNP NNP NNP,1
NNP,Delta,2
NNP,Pine,2
NNP,Land,1
NP,DT NNP NNP NN,6
NNP,Southwide,1
NN,subsidiary,6
NP,DT JJS NN NN NNS,1
NNS,producers,8
IN,On,17
NN,scale,2
NN,sterilization,1
NP,DT VBG JJ NN,2
VBG,pollen-producing,1
JJ,male,5
VBN,achieved,1
NP,NN CC NN NN NNS,1
NN,sorghum,1
NN,feed,1
NNS,grains,1
DT,That,15
VP,VBZ SBAR-PRP-PRD,3
NN,male,4
NN,tassel,1
NN,female,2
NN,ear,1
VP,VBP ADVP-LOC-PRD PP-LOC,1
ADVP-LOC-PRD,NP RB,1
NN,distance,1
RB,apart,3
JJ,labor-intensive,1
NN,process,6
VP,"VBD PRT NP , S-ADV",1
VBD,cut,1
NNS,tassels,1
DT,each,25
VBG,making,13
ADJP-PRD,JJ JJ,1
JJ,sterile,2
VP,"VBP NP ADVP-LOC , SBAR",1
VBP,sow,1
JJ,male-fertile,2
ADVP-LOC,RB,22
RB,nearby,1
S,ADVP-TMP NP-SBJ VP,4
VBP,pollinate,1
S,S CC S .,9
NP,DT JJ JJ NN NNS,2
NNS,seeds,7
VP,VBN NP S-ADV,2
VBG,using,8
JJ,mechanical,2
VP,VBN NP PP-TMP,25
VBN,introduced,3
NNS,1930s,1
VBD,yielded,2
NP,ADJP NN,16
ADJP,NP JJR,3
QP,RB JJ IN CD,3
CD,20,10
RB,naturally,1
VBN,pollinated,2
JJ,vast,2
NN,majority,6
NP,DT NNP NN NN,15
NN,crop,4
VBN,grown,2
NP-LGS,NN NNS,4
ADJP-PRD,RB JJ SBAR,1
JJ,impossible,1
VB,apply,6
NP,"NN , NNS CC NN",1
NNS,soybeans,1
NN,rice,4
NP-SBJ,"NP , CC NP PP",1
NNS,anthers,4
NNS,pistils,1
VP,VBP UCP-PRD,2
UCP-PRD,PP-LOC-PRD CC ADVP VP,1
NN,fraction,1
NN,inch,1
VBN,attached,2
NP,DT JJ,14
JJ,difficult,8
VP,VB NP PRT,5
VB,clip,1
NNP,China,14
NNS,workers,9
VBN,engaged,1
VP,VBG PRT NP S-ADV,1
VBG,pulling,1
NNS,organs,2
NNS,tweezers,1
NN,one-third,2
NN,country,15
IN,At,20
NP,NNP NNP NNPS,4
NNPS,Systems,6
JJ,pollen-inhibiting,2
VP,VBN NP PP-DIR S-PRP,1
VBN,inserted,2
VB,confer,1
NN,sterility,1
NNP,Jan,1
NNP,Leemans,3
VP,"ADVP-MNR VBN PP-DIR , S-ADV",1
RB,successfully,4
JJ,oil-producing,1
NN,rapeseed,1
JJ,major,26
NNP,Canada,11
VP,VBG PP NP,2
NN,carrier,7
NP,DT `` NN NN '',2
NN,promoter,1
VP,VBN NP PP PP-LOC,2
NNP,Goldberg,1
NNP,University,15
NNP,California,7
NP-SBJ,DT VBG NN,4
VBG,sterilizing,1
VBN,expressed,1
ADJP-PRD,IN S,3
VB,develop,4
VBZ,deactivates,1
DT,every,4
NN,flower,1
VB,hurt,1
VP,VBD PRT NP SBAR-PRP,1
VBD,pulled,1
NP,DT JJ JJ NN NN,10
NN,trick,1
SBAR-PRP,IN NN S,3
NN,order,7
NP,ADJP NNS S,1
JJ,large,14
JJ,enough,3
NNS,numbers,1
VB,produce,3
VBD,attached,1
NP,"NP , PP-PRP ,",1
NN,herbicide,4
NN,resistance,3
NNS,genes,2
VP,VBP ADVP-TMP VP,5
NN,greenhouse,1
VBN,allowed,5
VB,mature,1
NNS,laws,3
NN,heredity,1
VBP,dictate,1
S,S CC S,12
VBG,springing,1
JJ,greenhouse-produced,1
ADJP,NN JJ,4
JJ,resistant,2
JJ,fertile,1
JJ,susceptible,1
NN,application,1
VP,"VB PRT NP , S-ADV",1
VB,kill,2
VBG,leaving,1
VP,VBN NP S-PRP,5
VBN,cross-pollinated,1
NN,hybrid,3
NNS,rapeseeds,1
VP,VBN NP PP-MNR,8
VBN,created,5
VP,NN NP,6
NN,yield,8
QP,CD NN TO CD NN,5
CD,30,26
NN,output,3
NNS,strains,1
VP,VBN NP ADVP-TMP,2
VBN,used,8
S,"`` S-TPC , '' NP-SBJ VP .",26
JJ,applicable,1
JJ,wide,3
NN,variety,1
VP,"VP , CC VP",25
NNS,modifications,1
VP,VB ADJP-PRD S-PRP,2
JJ,necessary,6
VB,accommodate,1
NNS,peculiarities,1
NN,type,2
VP,VBG PP PP,2
VBG,experimenting,1
NN,alfalfa,1
VB,include,5
NP,"NP , PP-LOC",1
S,"SBAR , NP-SBJ VP",1
SBAR,RB IN S,2
NP,ADJP NN NNS,5
RB,virtually,3
DT,all,41
VP,ADVP-TMP VBN NP,3
VBN,planted,1
NP-PRD,NNS,6
NNS,hybrids,2
VB,obviate,1
NN,need,4
NN,emasculation,1
VP,VBZ NP NP ADVP-TMP,1
VBZ,costs,3
NP,NNP NN NNS,7
QP,IN $ CD CD,7
CD,70,4
RB,annually,4
S,"PP-TMP , NP-SBJ VP .",40
NN,demand,4
VBN,spurred,1
NP,NN CC NN NNS,7
NN,chemical,5
NNP,Monsanto,2
NNP,Shell,1
NNP,Oil,1
NP,NNP NNP CC NNP,5
NNP,Eli,3
NNP,Lilly,3
NNP,Co,14
VBZ,involves,2
NN,spray,3
VBD,supposed,1
VP,VB ADVP NP,1
VP,VBN NP-PRD,9
NP-PRD,NP CC NP,7
NNS,problems,10
NP-SBJ,NN NNS,28
NNS,sprays,2
VBG,damaging,1
NP,NP JJ JJ NNS,6
JJ,female,4
JJ,reproductive,1
NN,toxicity,1
NNS,humans,1
NNS,animals,2
JJ,beneficial,4
NNS,insects,2
S,"ADVP , NP-SBJ VP . ''",1
RB,However,7
NNP,Paul,4
NNP,Johanson,1
NNS,sciences,1
NP-SBJ,NP NN NN,3
VBZ,overcomes,1
VP,VBZ `` ADJP-PRD,2
JJ,gentle,1
NN,organ,1
NP-SBJ,"NP , NP-LOC ,",3
NNP,Biosource,2
NNP,Genetics,1
NNP,Corp.,41
NP-LOC,"NP , NP",5
NNP,Vacaville,1
NNP,Calif.,9
VBG,developing,8
VBG,containing,1
VP,VBZ PP-DIR PP-DIR,1
VBZ,spreads,1
NN,cell,2
VBZ,interferes,1
NP-SBJ,"NP , VP , ''",1
VBN,called,7
NP-PRD,NN,9
NN,gametocide,1
VP,VBN NP PP-DIR PP,2
VBN,carried,1
NP-LGS,NP SBAR,1
NN,virus,1
VP,VBZ ADJP-PRD PP-TMP,2
VBZ,remains,5
JJ,active,5
NNS,days,32
NNP,Erwin,2
VBD,called,9
NP-SBJ,NP NN,26
ADJP-PRD,"`` JJ '' CC `` JJ , '' CC `` JJ PP",1
JJ,interesting,2
JJ,novel,1
JJ,complementary,1
PP,RB IN ADJP,1
RB,rather,12
ADJP,JJ,32
JJ,competitive,3
EX,There,8
NP-PRD,NP PP-LOC ADJP,1
RB,there,9
JJ,hungry,1
NN,producer,2
NNP,Scott,3
NNP,Miss.,1
RB,genetically,1
VBN,engineered,1
NNS,steriles,1
VP,ADVP VB SBAR,1
RB,automatically,4
VB,mean,5
VP,VB ADJP-PRD S,1
JJ,simple,2
VP,VB NP PP-LOC,17
VB,create,5
SBAR-PRP-PRD,RB S,1
RB,because,3
